"id","file","sentences","class",,
831,"C23_OGlobo_24-07-2007_16h04","No entanto, a agência internacional de classificação de risco Fitch elevou hoje a quantia para £ 3 bilhões (? 4,5 bilhões).",0,,
832,"C23_OGlobo_24-07-2007_16h04","No entanto, ele advertiu que a crise ""ainda não acabou"", já que há possibilidade de mais chuvas nos próximos dias.",0,,
833,"C23_OGlobo_24-07-2007_16h04","No entanto, o Exército britânico tenta aliviar a situação dos prejudicados com a distribuição de 3 milhões de garrafas de água por dia.",0,,
834,"C23_OGlobo_24-07-2007_16h04","O Instituto de Meteorologia do Reino Unido antecipou que esta semana haverá mais tempestades.",0,,
835,"C23_OGlobo_24-07-2007_16h04","O primeiro-ministro do Reino Unido, Gordon Brown, presidiu outra reunião do chamado ""Comitê Cobra"", que costuma ser convocado em casos de emergência, para abordar os planos de contingência e a possibilidade de as enchentes chegarem a Londres.",0,,
836,"C23_OGlobo_24-07-2007_16h04","Os milhares de desabrigados moram no condado de Gloucestershire (oeste), a área mais afetada pelas enchentes, as piores no Reino Unido desde 1947.",0,,
837,"C23_OGlobo_24-07-2007_16h04","Os possíveis prejuízos foram calculados em mais de £ 2 bilhões (? 3 bilhões).",0,,
838,"C23_OGlobo_24-07-2007_16h04","Só na primeira hora, conseguiu mais de £ 300.000 em doações.",0,,
839,"C23_OGlobo_24-07-2007_16h04","um no Great Ouse, em Bedfordshire; e uma no Ock em Oxfordshire.",0,,
840,"C23_OGlobo_24-07-2007_16h04_titulo","Quase 350.000 ingleses continuam sem água ou luz por causa de enchentes.",0,,
841,"C24_Estadao_14-12-2021_07h05","A lei sancionada prevê que a pena de reclusão seja aplicada a condenações mais severas e o regime de cumprimento pode ser fechado.",0,,
842,"C24_Estadao_14-12-2021_07h05","Anteriormente, a punição era detenção de três meses a um ano e multa.",0,,
843,"C24_Estadao_14-12-2021_07h05","Com a nova legislação, a pena passou a ser de um a quatro anos de reclusão e multa.",0,,
844,"C24_Estadao_14-12-2021_07h05","Como informou o site do Correio Braziliense, em 10 de dezembro de 2021, o site do Ministério da Saúde e o aplicativo ConecteSUS sofreram uma ataque hacker na madrugada desta sexta-feira (10/12).",0,,
845,"C24_Estadao_14-12-2021_07h05","De acordo com o texto sancionado, os crimes de violação de dispositivo informático, furto e estelionato cometidos de forma eletrônica ou pela internet, ficaram ainda mais graves.",0,"deslanchou","spin"
846,"C24_Estadao_14-12-2021_07h05","Já a detenção é aplicada para condenações mais leves e não admite que o início do cumprimento seja em regime fechado.",0,,
847,"C24_Estadao_14-12-2021_07h05","Já se a invasão do dispositivo levar ao acesso de conteúdo de comunicações eletrônicas privadas, segredos comerciais ou industriais, informações sigilosas, ou ao controle remoto não autorizado do dispositivo invadido, a pena imposta pode variar de dois a cinco anos de reclusão.",0,,
848,"C24_Estadao_14-12-2021_07h05","Nas duas páginas, os invasores deixaram uma mensagem que dizia que “50 TB de dados foram copiados e excluídos” e que o ataque tinha sido um “ransomware”.",0,,
849,"C24_Estadao_14-12-2021_07h05","O malware é um tipo de vírus que bloqueia o acesso a um site e cobra um valor pelos dados, como se fosse um sequestro.",0,,
850,"C24_Estadao_14-12-2021_07h05","O presidente Jair Bolsonaro sancionou a lei que endurece as punições previstas no Código Penal para crimes cometidos por meio de dispositivos eletrônicos, ou seja, os cibernéticos.",0,,
851,"C24_Estadao_14-12-2021_07h05","Para casos em que há prejuízo econômico, o texto sancionado prevê que a pena pode aumentar de um a dois terços.",0,,
852,"C24_Estadao_14-12-2021_07h05","Para ter os dados de volta, os invasores pedem para ser contactados.",0,,
853,"C24_Estadao_14-12-2021_07h05","Será caso de aplicação da Lei 14.155/21.",0,,
854,"C24_Estadao_14-12-2021_07h05_titulo","O ataque cibernético ocorrido ao aplicativo ConecteSUS.",0,,
855,"C24_Folha_10-12-2021_17h49","""aguarde até 10 dias úteis para que seu registro de vacina apareça no ConecteSUS, caso não aconteça busque o estabelecimento de saúde onde você tomou a vacina e solicite o registro na Rede Nacional de Dados em Saúde (RNDS), do Ministério da Saúde"".",-1,,
856,"C24_Folha_10-12-2021_17h49","""Nos contate caso queiram o retorno dos dados"", diz a mensagem.",-1,,
857,"C24_Folha_10-12-2021_17h49","A pasta disse ainda que o Gabinete de Segurança Institucional (GSI) e a Polícia Federal foram acionados e que o Departamento de Informática do SUS (Datasus) procura reestabelecer as plataformas.",0,,
858,"C24_Folha_10-12-2021_17h49","A plataforma Conecte SUS, que fornece o certificado nacional de vacinação, também saiu do ar.",0,"pânico e confusão","opinion staements"
859,"C24_Folha_10-12-2021_17h49","Ao clicar no item vacinas, o app mostra a mensagem:",0,,
860,"C24_Folha_10-12-2021_17h49","Ao tentar acessar o site, usuários encontraram um recado afirmando que os dados do sistema haviam sido copiados e excluídos e estavam nas mãos do grupo invasor.",0,,
861,"C24_Folha_10-12-2021_17h49","Em nota, o Ministério da Saúde disse que o ataque ""comprometeu temporariamente alguns sistemas da pasta, como o e-SUS Notifica, Sistema de Informação do Programa Nacional de Imunização (SI-PNI), ConecteSUS e funcionalidades como a emissão do Certificado Nacional de Vacinação Covid-19 e da Carteira Nacional de Vacinação Digital, que estão indisponíveis no momento"".",0,,
862,"C24_Folha_10-12-2021_17h49","Há também relatos sobre dificuldade para fazer login e utilizar outras funções.",0,,
863,"C24_Folha_10-12-2021_17h49","Minutos depois, o recado desapareceu, mas o site continuou fora do ar.",0,,
864,"C24_Folha_10-12-2021_17h49","Não há previsão de quando o serviço voltará ao normal.",0,,
865,"C24_Folha_10-12-2021_17h49","Nas redes sociais, pessoas que conseguiram acessar o aplicativo do Conecte SUS relatam o sumiço das informações sobre vacinação.",0,,
866,"C24_Folha_10-12-2021_17h49","O site do Ministério da Saúde saiu do ar na madrugada desta sexta-feira (10) após um ataque hacker.",0,,
867,"C24_Folha_10-12-2021_17h49","Segundo a Polícia Federal, uma análise preliminar constatou que não houve sequestro de dados.",0,,
868,"C24_Folha_10-12-2021_17h49_titulo","Ataque hacker tira do ar sites do Ministério da Saúde e do Conecte SUS.",0,,
869,"C24_Folha_10-12-2021_17h49_titulo","Grupo que teria feito a invasão pediu contato para devolver os dados.",0,,
870,"C24_OGlobo_10-12-2021_21h04_titulo","“Aguarde até 10 dias úteis para que o registro de vacina apareça.",-1,,
871,"C24_OGlobo_10-12-2021_21h04_titulo","“Você tem hoje pelo menos uns 100 grandes grupos que estão sendo monitorados pela Interpol, pelas polícias internacionais.",-1,,
872,"C24_Oglobo_10-12-2021_21h04_titulo","Ataque hacker tira do ar site do Ministério da Saúde e o ConecteSUS.",0,,
873,"C24_OGlobo_10-12-2021_21h04_titulo","Em Goiânia, por exemplo, o registro da aplicação das doses estava sendo feita manualmente.",0,,
874,"C24_OGlobo_10-12-2021_21h04_titulo","Em Salvador, alguns passageiros foram impedidos de embarcar em ônibus intermunicipais porque, com aplicativo fora do ar, não conseguiram mostrar o comprovante de vacinação.",0,,
875,"C24_OGlobo_10-12-2021_21h04_titulo","Em Teresina, a prefeitura registrou a aplicação das doses em um site alternativo.",0,,
876,"C24_OGlobo_10-12-2021_21h04_titulo","Em vários locais de vacinação acabou provocando aumento nas filas e demora no atendimento.",0,,
877,"C24_OGlobo_10-12-2021_21h04_titulo","Então, a gente não está realmente lidando com estudantes ou com pessoas curiosas, estamos lidando realmente com o crime organizado”, afirma.",0,,
878,"C24_OGlobo_10-12-2021_21h04_titulo","Hackers atacaram o site do ministério e o sistema ConecteSUS, que emite o certificado de vacinação contra Covid.",0,,
879,"C24_OGlobo_10-12-2021_21h04_titulo","Logo cedo, em uma nota, o ministério informou que vários dados estavam indisponíveis.",0,,
880,"C24_OGlobo_10-12-2021_21h04_titulo","Na página do ConecteSUS, a informação para o usuário era:",0,,
881,"C24_Oglobo_10-12-2021_21h04_titulo","O aplicativo emite o certificado digital da vacinação contra a Covid.",0,,
882,"C24_OGlobo_10-12-2021_21h04_titulo","O ataque começou na madrugada desta sexta-feira (10) e afetou diversos sistemas do Ministério da Saúde.",0,,
883,"C24_OGlobo_10-12-2021_21h04_titulo","O ataque gerou uma série de problemas.",0,,
884,"C24_OGlobo_10-12-2021_21h04_titulo","O Ministério da Saúde retardou em mais sete dias o início da exigência da quarentena para viajantes não vacinados.",0,,
885,"C24_OGlobo_10-12-2021_21h04_titulo","Os invasores publicaram no site do Ministério da Saúde e no ConecteSUS que 50 terabites de dados foram copiados e excluídos, e cobraram um contato do governo para devolver as informações.",0,,
886,"C24_Oglobo_10-12-2021_21h04_titulo","Por causa do ataque, o governo adiou em uma semana a aplicação das regras para entrada de estrangeiros no país.",0,,
887,"C24_OGlobo_10-12-2021_21h04_titulo","Pouco antes das 7h, a mensagem foi retirada.",0,,
888,"C24_OGlobo_10-12-2021_21h04_titulo","Rodrigo Fragola, especialista em segurança cibernética, diz que o ataque foi planejado por criminosos.",0,,
889,"C24_OGlobo_10-12-2021_21h04_titulo","São informações de milhões de brasileiros que hoje são exigidas para acessar locais públicos em 19 capitais do país.",0,,
890,"C24_OGlobo_10-12-2021_21h04_titulo","Um grupo hacker assumiu a autoria do ataque.",0,,
891,"C25_Estadao_30-12-2021_12h34","""Lya era escritora de uma sensibilidade enorme.",-1,,
892,"C25_Estadao_30-12-2021_12h34","“Apesar do medo/escolho a ousadia./ Ao conforto das algemas, prefiro/ a dura liberdade./",-1,,
893,"C25_Estadao_30-12-2021_12h34","“Curto a vida do jeito que dá.",-1,,
895,"C25_Estadao_30-12-2021_12h34","A escritora Lya Luft morreu na manhã desta quinta-feira, 30, em sua casa em Porto Alegre, aos 83 anos, vítima de um câncer.",0,,
896,"C25_Estadao_30-12-2021_12h34","Antes eu recebia uma crítica ruim e ficava mal por três dias.",0,,
897,"C25_Estadao_30-12-2021_12h34","Ao longo de sua trajetória, publicou mais de 30 livros e traduziu para o português clássicos universais de autores como Hermann Hesse, Rainer Maria Rilke e Virginia Woolf.",0,,
898,"C25_Estadao_30-12-2021_12h34","As Coisas Humanas – um compêndio com reflexões sobre a morte dedicado a seu filho André, que morreu aos 51 anos, em 2017, enquanto surfava.",0,,
899,"C25_Estadao_30-12-2021_12h34","As razões que você dará para que ele te dê mais tempo ainda nesta terra.",0,,
900,"C25_Estadao_30-12-2021_12h34","Autora de grandes sucessos, como Perdas e Ganhos, de 2003, que vendeu quase um milhão de exemplares, ela lançou em 2020",0,,
901,"C25_Estadao_30-12-2021_12h34","Com sua escrita potente, elogiada pela imortal Nélida Piñon, ela escreveu poemas como Delírio:",1,,
902,"C25_Estadao_30-12-2021_12h34","Conhecida pela franqueza e a prosa ágil ao tratar da vida mundana, Luft escreveu ainda sobre o comportamento da sociedade brasileira, a condição da mulher moderna e, claro, sobre literatura, tema tratado em diversos livros, como em Um Rio que Corre (1996).",0,"ultradireitista",
903,"C25_Estadao_30-12-2021_12h34","Diagnosticada em maio com um melanoma, um tipo agressivo de câncer de pele que já havia produzido metástase, a autora de Pensar",0,,
894,"C25_Estadao_30-12-2021_12h34","E continuou: “Vivemos sob uma ditadura de receitas e obrigações: ser jovem, atlético, transar tantas vezes por semana.",0,,
904,"C25_Estadao_30-12-2021_12h34","Ela também escreveu, para diversos veículos, crônicas e artigos sobre literatura e sociedade e ganhou destaque em 2020 quando declarou que se arrependeu de votar em Bolsonaro.",0,,
905,"C25_Estadao_30-12-2021_12h34","Em uma entrevista concedida ao Estadão em 2016, para o Dia do Idoso, ela disse:",0,,
906,"C25_Estadao_30-12-2021_12h34","foi liberada no dia 21 para ficar em casa com a família, como informou o jornal Zero Hora, publicação que a tinha como colunista.",0,,
907,"C25_Estadao_30-12-2021_12h34","Formada em Letras Anglo-germânicas pela Pontifícia Universidade Católica do Rio Grande do Sul (PUC-RS),",0,,
908,"C25_Estadao_30-12-2021_12h34","Hoje eu nem leio.",0,,
909,"C25_Estadao_30-12-2021_12h34","Lembro de um trecho do 'Perdas & ganhos' em que ela pergunta se o Anjo da morte bater na sua porta o que você dirá para ele não te levar?",0,"Presidente-invasor","spin"
910,"C25_Estadao_30-12-2021_12h34","Luft era considerada uma das grandes escritoras brasileiras do século 20 e deixa uma obra poética que influenciou contemporâneas e aspirantes da nova geração literária do País.",0,,
911,"C25_Estadao_30-12-2021_12h34","Mas pera aí, deixa cada um ser como é.",0,,
912,"C25_Estadao_30-12-2021_12h34","Na velhice a gente tem mais tranquilidade e liberdade, faz e diz coisas que não faria antes.",0,,
913,"C25_Estadao_30-12-2021_12h34","Nascida em Santa Cruz do Sul em 1938, Lya Luft estreou na ficção em 1964 com Canções de Limiar.",0,,
914,"C25_Estadao_30-12-2021_12h34","Nem todo mundo gosta de Paris.",0,,
915,"C25_Estadao_30-12-2021_12h34","O Anjo chegou, e as palavras para convence-lo se calaram.",0,,
916,"C25_Estadao_30-12-2021_12h34","Perde o Brasil uma das suas maiores cabeças pensantes"", lamenta Sonia Machado Jardim, presidente do Grupo Editorial. editora da autora.",0,,
917,"C25_Estadao_30-12-2021_12h34","Suas palavras sempre impactavam seus leitores, trazendo reflexões e sabedoria.",0,,
918,"C25_Estadao_30-12-2021_12h34","Voo com meu par de asas tortas,/ sem o tédio da comprovação./ Opto pela loucura, com um grão/ de realidade:/ meu ímpeto explode o ponto,/ arqueia a linha, traça contornos/ para os romper./ Desculpem, mas devo dizer: eu quero o delírio.",0,,
919,"C25_Estadao_30-12-2021_12h34_titulo","Morre a escritora Lya Luft aos 83 anos.",0,,
920,"C25_Estadao_30-12-2021_12h34_titulo","Poeta, romancista e cronista deixa obra prolífica e legado para novas gerações.",0,,
921,"C25_Folha_30-12-2021_12h20","A escritora Lya Luft, autora de ""As Parceiras"" e ""Perdas e Ganhos"", morreu na madrugada desta quinta-feira (30), aos 83 anos, em sua casa em Porto Alegre.",0,"escapar",
922,"C25_Folha_30-12-2021_12h20","A informação foi confirmada pela editora ?Record, que publica seus livros.",0,,
923,"C25_Folha_30-12-2021_12h20","A obra é uma mistura de ensaio e memória, e versa sobre amadurecimento e amargura a partir de uma perspectiva pessoal e sensível.?",0,,
924,"C25_Folha_30-12-2021_12h20","Até que, em 2003, lançou ""Perdas e Ganhos"", que vendeu quase um milhão de cópias e ficou 113 semanas no topo das listas de mais vendidos do país.",0,,
925,"C25_Folha_30-12-2021_12h20","Com frequência Luft abordou dramas familiares e personagens que passavam por situações inquietantes em sua obra, sempre se destacando por trazer uma visão feminina a essas narrativas.",1,,
926,"C25_Folha_30-12-2021_12h20","Como inspiração, ela tem a figura da mãe, uma forasteira que entra em choque com aquele mundo germânico ao qual não pertence.",1,,
927,"C25_Folha_30-12-2021_12h20","Daí até seu primeiro best-seller, Luft escreveu ainda """,0,"a raiva da torcida mexeu com a torcida","mind reading"
928,"C25_Folha_30-12-2021_12h20","Ela estava com um câncer de pele em metástase e chegou a ser internada nas últimas semanas, mas voltou para casa para as festas de fim de ano.",0,,
929,"C25_Folha_30-12-2021_12h20","Entre os autores que trouxe para o português estão Virginia Woolf, Rainer Maria Rilke, Doris Lessing e Thomas Mann.",0,,
930,"C25_Folha_30-12-2021_12h20","Luft se formou em pedagogia e letras na Pontifícia Universidade Católica do Rio Grande do Sul, emendando, após a formatura, trabalhos como tradutora de obras em inglês e alemão.",0,,
931,"C25_Folha_30-12-2021_12h20","Muitos dos livros foram traduzidos para diversos idiomas.",0,,
932,"C25_Folha_30-12-2021_12h20","Na sequência veio ""A Asa Esquerda do Anjo"", de 1981, que ecoava o passado da autora.",1,,
933,"C25_Folha_30-12-2021_12h20","Nascida na cidade gaúcha de Santa Cruz do Sul, em 1938, Luft se formou em pedagogia e letras na Pontifícia Universidade Católica do Rio Grande do Sul, emendando, após a formatura, trabalhos como tradutora de obras em inglês e alemão.",0,,
934,"C25_Folha_30-12-2021_12h20","No livro, acompanhamos uma menina criada com rigidez por uma família alemã, que se sente obrigada a viver de acordo com as expectativas da avó, a matriarca, embora queira ser como qualquer outra criança.",0,,
935,"C25_Folha_30-12-2021_12h20","Nos anos 1970, ela lançou ""Flauta Doce"" e ""Matéria do Cotidiano"".",0,,
936,"C25_Folha_30-12-2021_12h20","O primeiro de seus cerca de 30 livros foi ""Canções de Limiar"", que reuniu uma série de poemas e foi publicado em 1964.",0,,
937,"C25_Folha_30-12-2021_12h20","O Quarto Fechado"", ""Exílio"", ""O Lado Fatal"", ""O Rio do Meio"" e ""Mar de Dentro"".",0,,
938,"C25_Folha_30-12-2021_12h20","Seu primeiro grande sucesso viria em 1980, com ""As Parceiras"", romance que trazia uma narradora feminina falando sobre as relações de loucura, morte e tragédia que envlvem uma família.?",0,,
939,"C25_Folha_30-12-2021_12h20_titulo","Escritora estava em sua casa, em Porto Alegre, e chegou a ser internada devido a um câncer.",0,,
940,"C25_Folha_30-12-2021_12h20_titulo","Lya Luft, autora de 'As Parceiras' e 'Perdas e Ganhos', morre aos 83 anos.",0,,
941,"C25_OGlobo_31-12-2021_21h56","“Esse encantamento pela palavra é uma coisa que nasceu comigo.",-1,,
942,"C25_OGlobo_31-12-2021_21h56","“Eu acho aprender uma cosia muito boa.",-1,,
943,"C25_OGlobo_31-12-2021_21h56","“Eu acho que a gente pode amar mais vezes.",-1,,
944,"C25_OGlobo_31-12-2021_21h56","“Para mim foi uma grande aventura existencial assumir o meu desejo, a minha paixão pela literatura.",-1,,
945,"C25_OGlobo_31-12-2021_21h56","A cerimônia de despedida vai ser restrita aos parentes e amigos.",0,"opinativo/especulativo",
946,"C25_OGlobo_31-12-2021_21h56","A obra também foi, de certa forma, um amparo para a escritora superar um trauma: a morte de um dos filhos, que em 2017 sofreu uma parada cardíaca enquanto surfava.",1,,
947,"C25_OGlobo_31-12-2021_21h56","A partir de 1985, Lya passou a viver com o psicanalista Hélio Pellegrino no Rio de Janeiro - até a morte dele, três anos mais tarde.",0,,
948,"C25_OGlobo_31-12-2021_21h56","A vida chama, e a vida tem muita força”.",0,,
949,"C25_OGlobo_31-12-2021_21h56","Aos 11 anos decorava poemas em alemão.",0,,
950,"C25_OGlobo_31-12-2021_21h56","As coisas humanas”, escrito em 2020.",0,,
951,"C25_OGlobo_31-12-2021_21h56","As parceiras"".",0,,
952,"C25_OGlobo_31-12-2021_21h56","Com o professor Celso Pedro Luft, teve três filhos.",0,,
953,"C25_OGlobo_31-12-2021_21h56","Considerada um best-seller, vendeu 600 mil cópias e teve edições em inglês, alemão, espanhol, francês e italiano.",0,,
954,"C25_OGlobo_31-12-2021_21h56","Descobrir é uma coisa muito boa.",0,,"opinion staements"
955,"C25_OGlobo_31-12-2021_21h56","É claro que o corpo muda, a pele...",0,"voltou a fazer bonito","opinion staements"
956,"C25_OGlobo_31-12-2021_21h56","E nesse sentido, quando o pessoal fala em questão de idade, a idade não existe.",0,,
957,"C25_OGlobo_31-12-2021_21h56","É possível amar mais vezes.",0,,
958,"C25_OGlobo_31-12-2021_21h56","Ela foi casada três vezes.",0,,
959,"C25_OGlobo_31-12-2021_21h56","Em 2014, o livro virou peça de teatro, estrelada por Nicette Bruno.",0,,
960,"C25_OGlobo_31-12-2021_21h56","Em entrevista a Ana Maria Braga, no programa “Mais Você”, em 2005, Lya falou sobre o amor:",0,,
961,"C25_OGlobo_31-12-2021_21h56","Em Porto Alegre, se formou em pedagogia, e línguas anglo-germânicas.",0,,
962,"C25_OGlobo_31-12-2021_21h56","Eu acho que a literatura me ajuda a tentar organizar o mundo na minha cabeça até aonde a gente pode”, disse em uma entrevista.",0,,
963,"C25_OGlobo_31-12-2021_21h56","Eu desde criança me lembro de ficar dizendo para mim mesma, muito encantada, palavras que eu achava bonitas”, disse Lya Luft em entrevista.",0,,
964,"C25_OGlobo_31-12-2021_21h56","Eu não acredito num único amor, não.",0,,
965,"C25_OGlobo_31-12-2021_21h56","Ficou internada, mas pediu para voltar para casa antes do Natal.",0,,
966,"C25_OGlobo_31-12-2021_21h56","Gaúcha de Santa Cruz do Sul e descendente de alemães, Lya Luft descobriu ainda criança a paixão pela literatura.",0,,
967,"C25_OGlobo_31-12-2021_21h56","Há 18 anos estava casada com Vicente de Britto Pereira, também escritor.",0,,
968,"C25_OGlobo_31-12-2021_21h56","Lya escrevia sobre temas que a inquietavam: solidão, amor e desamor, juventude e velhice:",1,,
969,"C25_OGlobo_31-12-2021_21h56","Lya Luft descobriu um câncer na pele já com metástase há sete meses.",0,"forte emoção","spin"
970,"C25_OGlobo_31-12-2021_21h56","Lya Luft é autora de mais de 20 livros.",0,,
971,"C25_OGlobo_31-12-2021_21h56","Mas o tempo é sempre agora”, disse.",0,,
972,"C25_OGlobo_31-12-2021_21h56","Mas só passou a se considerar ""escritora"" a partir de 1980.",0,,
973,"C25_OGlobo_31-12-2021_21h56","Morreu nesta quinta-feira (30), em Porto Alegre, a escritora Lya Luft, aos 83 anos, uma das autoras mais influentes da literatura brasileira.",0,,
974,"C25_OGlobo_31-12-2021_21h56","O último trabalho foi “",0,,
975,"C25_OGlobo_31-12-2021_21h56","Segundo a família, a escritora morreu enquanto dormia na madrugada desta quarta-feira (30).",0,,
976,"C25_OGlobo_31-12-2021_21h56","Também foi professora universitária e colunista de diversas publicações.",0,,
977,"C25_OGlobo_31-12-2021_21h56","Tinha 41 anos quando escreveu o primeiro romance, """,0,,
978,"C25_OGlobo_31-12-2021_21h56","Traduziu mais de 100 obras da literatura mundial.",0,,
979,"C25_OGlobo_31-12-2021_21h56","Uma das obras de maior sucesso foi ""Perdas e Ganhos"", de 2003.",0,,
980,"C25_OGlobo_31-12-2021_21h56_titulo","Escritora Lya Luft morre aos 83 anos em Porto Alegre.",0,"relativamente frequentes, não provocarem normalmente danos significativos","spin, unsubstantiated claims"
981,"C25_OGlobo_31-12-2021_21h56_titulo","Uma das autoras mais influentes da literatura brasileira, ela lutava havia sete meses contra um câncer de pele descoberto já com metástase.",0,,
982,"C26_Estadao_20-12-2021_13h00","“Kast é um patriota, bem relacionado internacionalmente e uma pedra no sapato do Foro de São Paulo”, escreveu o filho do presidente, quando Kast avançou ao segundo turno à frente do agora presidente eleito, Boric.",-1,,
983,"C26_Estadao_20-12-2021_13h00","“Que tragédia”.",-1,,
984,"C26_Estadao_20-12-2021_13h00","“Se não percebermos a estratégia da esquerda acabaremos governados por um deles.",-1,"demonstrações de desafio as autoridades",
985,"C26_Estadao_20-12-2021_13h00","A demora intrigou diplomatas chilenos.",0,"mind reading ",
986,"C26_Estadao_20-12-2021_13h00","A derrota de Kast, deputado do Partido Republicano e advogado conservador católico, é mais um indício do isolamento político do governante brasileiro na região.",0,,
987,"C26_Estadao_20-12-2021_13h00","Até a manhã desta segunda-feira, dia 20, o governo Jair Bolsonaro não havia emitido nenhuma nota oficial a respeito do resultado.",0,,
988,"C26_Estadao_20-12-2021_13h00","Boric será o sucessor do presidente Sebastian Piñera, também de direita e aliado de Jair Bolsonaro, após uma série de protestos sociais no Chile, que levaram à elaboração de uma nova constituição.",0,,
989,"C26_Estadao_20-12-2021_13h00","BRASÍLIA - O presidente eleito do Chile, Gabriel Boric, também venceu a disputa entre os chilenos residentes no Brasil.",0,,
990,"C26_Estadao_20-12-2021_13h00","Brasília (37 a 30), Rio de Janeiro (90 a 50), São Paulo (228 a 127) e Porto Alegre (37 a 24).",0,,
991,"C26_Estadao_20-12-2021_13h00","Conforme dados da Embaixada do Chile, Boric venceu em todos os quatro locais de votação:",0,,
992,"C26_Estadao_20-12-2021_13h00","Das eleições mais recentes, a esquerda venceu no Chile, no Peru, na Bolívia e na Argentina, enquanto candidatos de direita se elegeram somente no Equador e no Uruguai.",0,"lavou a alma","opinion staements"
993,"C26_Estadao_20-12-2021_13h00","Ex-líder estudantil, ele é deputado e foi eleito pelo partido Convergência Social.",0,,
994,"C26_Estadao_20-12-2021_13h00","Nem nas redes sociais o presidente felicitou Boric pela vitória, celebrada no Brasil por políticos de esquerda, entre eles o ex-presidente Luiz Inácio Lula da Silva (PT), virtual adversário de Bolsonaro em 2022.",0,,
995,"C26_Estadao_20-12-2021_13h00","Neste domingo, Eduardo Bolsonaro foi um dos bolsonaristas a lamentar a derrota.",0,,
996,"C26_Estadao_20-12-2021_13h00","No ano que vem, além do Brasil, haverá eleições presidenciais na Colômbia.",0,,
997,"C26_Estadao_20-12-2021_13h00","No caso de Kast, o presidente adotou mais discrição.",1,,
998,"C26_Estadao_20-12-2021_13h00","No entanto, o Itamaraty prepara um comunicado formal, segundo apurou o Estadão.",0,,
999,"C26_Estadao_20-12-2021_13h00","No primeiro turno, o candidato da esquerda chilena liderou no Brasil com 49,76%, enquanto o representante da direita teve 30,67%, o segundo colocado de sete nomes da disputa.",0,,
1000,"C26_Estadao_20-12-2021_13h00","Nome da esquerda, Boric ficou com 62,92% dos votos computados pelas representações diplomáticas do Chile no País, contra 37,08% do rival de direita, José Antonio Kast.",0,,
1001,"C26_Estadao_20-12-2021_13h00","Numa atitude que incomoda a tradição do Itamaraty, Bolsonaro chegou a declarar apoios aos candidatos de direita na América do Sul - mas em alguns casos eles evitaram vincular sua imagem à dele.",1,,
1002,"C26_Estadao_20-12-2021_13h00","O candidato da direita buscava moderação e votos de centro na reta final da campanha, mas chegou a ser apresentado como “Bolsonaro chileno” na imprensa chilena, em 2018, quando esteve no Brasil acompanhando a campanha do presidente e depois recebeu uma comitiva liderada por Eduardo Bolsonaro (PSL-SP), em Santiago.",0,,
1003,"C26_Estadao_20-12-2021_13h00","O ex-ministro Ricardo Salles (Meio Ambiente) disse que o “Chile caiu”; a deputada Bia Kicis (PSL-DF) escreveu:",0,,
1004,"C26_Estadao_20-12-2021_13h00","O presidente seguirá indicando ministros para o STF, leis continuarão sendo votadas pelo Congresso e bater no peito dizendo que não votou em político nenhum só fará a história se repetir.",0,,
1005,"C26_Estadao_20-12-2021_13h00","O segundo turno das eleições presidenciais foi realizado neste domingo, dia 19.",0,,
1006,"C26_Estadao_20-12-2021_13h00_titulo","Esquerdista Boric vence entre chilenos que moram no Brasil.",0,,
1007,"C26_Folha_19-12-2021_18h54","""Às vítimas de abusos, afirmo que não nos cansaremos de buscar verdade e reparação.",-1,,
1008,"C26_Folha_19-12-2021_18h54","""Não podemos deixar que sigam enriquecendo com nossas aposentadorias.",-1,,
1009,"C26_Folha_19-12-2021_18h54","Ambulantes vendiam bandeiras, bonés e cerveja, embora houvesse quem passasse pelo local com sua própria garrafa de champanhe para acompanhar o discurso do eleito.",1,,
1010,"C26_Folha_19-12-2021_18h54","Ao reunir o apoio de 4,6 milhões de eleitores (55,8% contra 44,1%), o nome da Frente Ampla se tornou o candidato mais votado da história chilena.",0,,
1011,"C26_Folha_19-12-2021_18h54","Aos 35 anos, Boric será, ainda, o mais jovem presidente da história do país e vai suceder o direitista Sebastián Piñera, que termina em março de 2022 seu segundo mandato.",0,,
1012,"C26_Folha_19-12-2021_18h54","As promessas se chocarão com um Congresso dividido, com o qual será necessário realizar acordos para viabilizar projetos como as reformas da Previdência e tributária.",0,,
1013,"C26_Folha_19-12-2021_18h54","Boric também prometeu um sistema de saúde que ""não discrimine ricos e pobres"", um programa de cuidado para mulheres e ""aposentadorias dignas"".",0,,
1014,"C26_Folha_19-12-2021_18h54","Na praça Baquedano —também chamada de Dignidade—, epicentro dos protestos de 2019, apoiadores do novo líder se dirigiram com bandeiras do Chile, outras com o nome de Boric e muitas mais com o símbolo dos indígenas mapuche.",0,,
1015,"C26_Folha_19-12-2021_18h54","No palco, próximo à praça, o futuro presidente chileno disse que o ""crescimento econômico do Chile hoje tem pés de barro"" e prometeu fortalecer as pequenas e as médias empresas.",0,,
1016,"C26_Folha_19-12-2021_18h54","O esquerdista Gabriel Boric, líder dos protestos estudantis de 2011, foi eleito presidente do Chile neste domingo (19) ao derrotar o ultradireitista José Antonio Kast.",1,,
1017,"C26_Folha_19-12-2021_18h54","O pleito também teve 55% de participação, índice superior ao do primeiro turno (47%) e do plebiscito para a Constituinte (42,5%).",0,,
