file,id_sente,id_article,domain,year,sentences,classe
C2_Folha_04-08-2006_11h38,603,c2f,politics,2006,"Heloísa Helena, candidata à Presidência pelo PSOL, aparece em terceiro, com 11% das intenções de voto, seguida por Cristovam Buarque (PDT) e Luciano Bivar (PSL), ambos com 1%.",0
C2_Folha_04-08-2006_11h38,604,c2f,politics,2006,"Heloísa também cresce, de 1% para 6%.",0
C2_Folha_04-08-2006_11h38,605,c2f,politics,2006,"Já Heloísa subiu três pontos, de 8% para 11%.",0
C2_Folha_04-08-2006_11h38,606,c2f,politics,2006,"José Maria Eymael, do PSDC, e Rui Pimenta, do PCO, não chegaram a obter 1% das intenções de voto.",0
C2_Folha_04-08-2006_11h38,607,c2f,politics,2006,"Na comparação com a pesquisa Ibope divulgada há nove dias, Lula permaneceu estável em 44% e Alckmin oscilou dois pontos percentuais, de 27% para 25%.",0
C2_Folha_04-08-2006_11h38,608,c2f,politics,2006,"Na pesquisa, divulgada no último dia 19 pela Folha, Lula aparece com 44% das intenções de voto e Alckmin, com 28%.",0
C2_Folha_04-08-2006_11h38,609,c2f,politics,2006,"Não é possível fazer uma comparação entre a pesquisa divulgada hoje e a anterior, porque esta é a primeira CNI/Ibope com a lista oficial dos candidatos do TSE (Tribunal Superior Eleitoral) à sucessão presidencial.",0
C2_Folha_04-08-2006_11h38,610,c2f,politics,2006,"Neste cenário, Lula sobe de 27% para 31% e Alckmin passa de 4% para 14%;",0
C2_Folha_04-08-2006_11h38,611,c2f,politics,2006,"Num eventual segundo turno com Heloísa Helena, a vantagem de Lula também cairia, de acordo com a pesquisa de hoje.",0
C2_Folha_04-08-2006_11h38,612,c2f,politics,2006,"Num eventual segundo turno e na comparação com a pesquisa Ibope do dia 25, Lula oscila de 48% para 50%, enquanto Alckmin cai de 39% para 36%.",0
C2_Folha_04-08-2006_11h38,613,c2f,politics,2006,O presidente teria 53% das intenções de voto contra 30% de Heloísa.,0
C2_Folha_04-08-2006_11h38,614,c2f,politics,2006,Os números da última pesquisa Datafolha são semelhantes aos divulgados nesta sexta-feira.,0
C2_Folha_04-08-2006_11h38,615,c2f,politics,2006,"Se a eleição fosse hoje, o presidente Luiz Inácio Lula da Silva, candidato à reeleição, teria 44% das intenções de voto, contra 25% do tucano Geraldo Alckmin, de acordo com a pesquisa CNI/Ibope divulgada nesta sexta-feira.",0
C2_Folha_04-08-2006_11h38,616,c2f,politics,2006,Uma possível disputa entre Lula e Heloísa num segundo turno não foi cogitada pelo Ibope nesse levantamento do dia 25.,0
C2_Folha_04-08-2006_11h38_titulo,617,c2f,politics,2006,"Lula ainda venceria as eleições no 1º turno, diz CNI/Ibope.",0
C2_Oglobo_04-08-2006_16h09,618,c2o,politics,2006,"Com 44%, Lula tem seis pontos percentuais a mais do que a soma dos índices de seus adversários, que é de 38%.",0
C2_Oglobo_04-08-2006_16h09,619,c2o,politics,2006,"Considerando a margem de erro de dois pontos percentuais, para mais ou para menos, a vantagem poderia assegurar vitória em primeiro turno.",0
C2_Oglobo_04-08-2006_16h09,620,c2o,politics,2006,"De acordo com a pesquisa, Lula (PT) tem 44% das intenções de voto, contra 25% de Geraldo Alckmin (PSDB) e 11% de Heloísa Helena (PSOL).",0
C2_Oglobo_04-08-2006_16h09,621,c2o,politics,2006,Esta foi a primeira pesquisa da série CNI/Ibope feita já com a lista oficial de candidatos à Presidência registrados no TSE (Tribunal Superior Eleitoral).,0
C2_Oglobo_04-08-2006_16h09,622,c2o,politics,2006,"O Instituto de pesquisa CNI/Ibope divulgou nesta sexta-feira, em Brasília, que o presidente Luiz Inácio Lula da Silva seria reeleito em primeiro turno caso as eleições fossem hoje.",0
C2_Oglobo_04-08-2006_16h09,623,c2o,politics,2006,Os candidatos José Maria Eymael (PSDC) e Ruy Pimenta (PCO) não pontuaram.,0
C2_Oglobo_04-08-2006_16h09,624,c2o,politics,2006,Os outros candidatos que concorrem a vaga presidencial Cristovam Buarque (PDT) e Luciano Bivar (PSL) aparecem cada um com 1% das intenções de voto.,0
C2_Oglobo_04-08-2006_16h09,625,c2o,politics,2006,"Os votos brancos e nulos somam 9%, e 9% dos entrevistados não opinaram.",0
C2_Oglobo_04-08-2006_16h09_titulo,626,c2o,politics,2006,Pesquisa CNI/Ibope aponta Lula com 44% contra 25% de Alckmin,0
C20_Estadao_15-09-2007_18h03,627,c20e,politics,2007,Foram 44 votos favoráveis e 15 contrários.,0
C20_Estadao_15-09-2007_18h03,628,c20e,politics,2007,O DEM (ex-PFL) também mudou de posição.,0
C20_Estadao_15-09-2007_18h03,629,c20e,politics,2007,"O partido que apoiava a proposta na gestão FHC, quando estava coligado ao PSDB, foi contrário.",0
C20_Estadao_15-09-2007_18h03,630,c20e,politics,2007,"O PSDB votou com o governo na Comissão de Constituição e Justiça (CCJ) da Câmara que aprovou, nesta quarta-feira, 15, a votação das propostas que prorrogam a CPMF até 2011.",0
C20_Estadao_15-09-2007_18h03,631,c20e,politics,2007,"Os petistas que antes eram contra o ""imposto do cheque"" quando da criação no governo Fernando Henrique Cardoso votaram todos a favor.",0
C20_Estadao_15-09-2007_18h03_titulo,632,c20e,politics,2007,"CPMF é prorrogada com apoio do PT e PSDB, DEM vota contra.",0
C20_Estadao_15-09-2007_18h03_titulo,633,c20e,politics,2007,governo já deixou claro que não vai ceder,1
C20_Estadao_15-09-2007_18h03_titulo,634,c20e,politics,2007,"Tucanos querem, no entanto, redução da alíquota;",0
C20_Folha_19-09-2007_13h39,635,c20f,politics,2007,A discussão sobre a proposta já foi aberta e a intenção do governo é votar a prorrogação da cobrança do chamado imposto do cheque ainda hoje.,1
C20_Folha_19-09-2007_13h39,636,c20f,politics,2007,A quarta MP foi aprovada nesta madrugada e prevê a concessão de mais R$ 6 bilhões para vários órgãos do Executivo --para ações do PAC (Programa de Aceleração do Crescimento).,0
C20_Folha_19-09-2007_13h39,637,c20f,politics,2007,"A votação, para valer, deve ser iniciada somente a partir das 16h desta quarta-feira.",0
C20_Folha_19-09-2007_13h39,638,c20f,politics,2007,"Como o governo tem maioria na Câmara, a expectativa é que a PEC da CMPF seja votada ainda hoje.",0
C20_Folha_19-09-2007_13h39,639,c20f,politics,2007,"Da Câmara, a PEC segue para o Senado --onde também precisa ser aprovada em dois turnos.",0
C20_Folha_19-09-2007_13h39,640,c20f,politics,2007,E a que define a cobrança de um tributo para os comerciantes que compram e vendem mercadorias oriundas do Paraguai.,0
C20_Folha_19-09-2007_13h39,641,c20f,politics,2007,"Em cada um dos turnos, precisa de 308 votos favoráveis.",0
C20_Folha_19-09-2007_13h39,642,c20f,politics,2007,"Foram revogadas as MPs que concediam descontos em impostos, como PIS/Pasep e Cofins, para os setores calçadista e moveleiro/ a que altera o registro, a posse e a comercialização de armas",0
C20_Folha_19-09-2007_13h39,643,c20f,politics,2007,"Mantida a alíquota de 0,38%, a cobrança da CPMF deve render aos cofres públicos cerca de R$ 39 bilhões no próximo ano.",0
C20_Folha_19-09-2007_13h39,644,c20f,politics,2007,"Mas o primeiro vice-presidente da Câmara, deputado Narcio Rodrigues (PSDB-MG), informou aos dois partidos que há previsão regimental para esses pedidos.",0
C20_Folha_19-09-2007_13h39,645,c20f,politics,2007,"No entanto, deputados de oposição tentam obstruir a votação para adiar a aprovação da prorrogação da PEC da CPMF.",1
C20_Folha_19-09-2007_13h39,646,c20f,politics,2007,O intervalo entre a primeira e a segunda votação é de cinco sessões.,0
C20_Folha_19-09-2007_13h39,647,c20f,politics,2007,O Planalto trabalha para aprovar a PEC sem alterações.,0
C20_Folha_19-09-2007_13h39,648,c20f,politics,2007,O PR e o PP --que também integram a base de apoio-- também têm mais 81 deputados.,0
C20_Folha_19-09-2007_13h39,649,c20f,politics,2007,"O presidente da Câmara, Arlindo Chinaglia (PT-SP), marcou para hoje a votação da PEC (Proposta de Emenda Constitucional) que prorroga a cobrança da CPMF (Contribuição Provisória sobre Movimentação Financeira) até 2011 e mantém a alíquota de 0,38%.",0
C20_Folha_19-09-2007_13h39,650,c20f,politics,2007,O PSDB e o DEM --partidos de oposição--,0
C20_Folha_19-09-2007_13h39,651,c20f,politics,2007,"O PSDB e o DEM, por exemplo, já apresentaram requerimentos pedindo o adiamento da discussão sobre a proposta de prorrogação da CPMF por dez e nove sessões, respectivamente.",0
C20_Folha_19-09-2007_13h39,652,c20f,politics,2007,"O PT e PMDB têm, juntos, 174 deputados.",0
C20_Folha_19-09-2007_13h39,653,c20f,politics,2007,"Para limpar a pauta da Câmara e garantir a votação da PEC da CPMF, o governo decidiu revogar três das quatro MPs (medidas provisórias) que estavam com o prazo de aprovação vencido.",0
C20_Folha_19-09-2007_13h39,654,c20f,politics,2007,"Para ser aprovada, a PEC da CPMF precisa ser votada em dois turnos da Câmara.",0
C20_Folha_19-09-2007_13h39,655,c20f,politics,2007,"Reportagem de hoje da Folha informa que a revogação da medida provisória que estendeu até dezembro o prazo para regularização do registro das armas de fogo coloca na ""ilegalidade"" 14 milhões delas, segundo o deputado Pompeo de Mattos (PDT-RS) --relator do projeto que transformaria em lei a Medida Provisória do Estatuto do Desarmamento.",0
C20_Folha_19-09-2007_13h39,656,c20f,politics,2007,somam 117 parlamentares na Câmara.,0
C20_Folha_19-09-2007_13h39_titulo,657,c20f,politics,2007,Oposição tenta obstruir votação da prorrogação da CPMF até 2011,1
C20_OGlobo_19-09-2007_16h13,658,c20o,politics,2007,"""Nesse ponto, nós não vamos negociar.",-1
C20_OGlobo_19-09-2007_16h13,659,c20o,politics,2007,"""O que podemos negociar é que teremos a faculdade de fazer uma lei ordinária reduzindo alíquotas ou outros impostos.",-1
C20_OGlobo_19-09-2007_16h13,660,c20o,politics,2007,"""Se bem que na Câmara não vejo problema para aprovação.",-1
C20_OGlobo_19-09-2007_16h13,661,c20o,politics,2007,A CPMF não é importante só para o governo.,-1
C20_OGlobo_19-09-2007_16h13,662,c20o,politics,2007,"Até o momento, porém, Mantega ainda não confirmou se aceitará reduzir a alíquota da CPMF no próximo ano",0
C20_OGlobo_19-09-2007_16h13,663,c20o,politics,2007,"Até onde eu puder conversar,",-1
C20_OGlobo_19-09-2007_16h13,664,c20o,politics,2007,Deverá ser aprovada amanhã.,-1
C20_OGlobo_19-09-2007_16h13,665,c20o,politics,2007,É importante para o país.,-1
C20_OGlobo_19-09-2007_16h13,666,c20o,politics,2007,É preciso que haja uma concordância dos opositores.,-1
C20_OGlobo_19-09-2007_16h13,667,c20o,politics,2007,"É uma questão de Estado"", disse Mantega a jornalistas.",-1
C20_OGlobo_19-09-2007_16h13,668,c20o,politics,2007,Esse é o nível de negociação que temos.,-1
C20_OGlobo_19-09-2007_16h13,669,c20o,politics,2007,Estou disposto a negociar.,-1
C20_OGlobo_19-09-2007_16h13,670,c20o,politics,2007,eu estarei dialogando.,-1
C20_OGlobo_19-09-2007_16h13,671,c20o,politics,2007,"Mesmo porque estaremos modificando projeto que veio da Câmara e ele teria que voltar para lá, o que inviabilizaria o prazo"", disse ele.",-1
C20_OGlobo_19-09-2007_16h13,672,c20o,politics,2007,"Na madrugada desta quarta, o governo optou por revogar duas Medidas Provisórias (Revitaliza e Sacoleiros), que estavam trancando a pauta, de modo a viabilizar uma tramitação mais rápida da CPMF.",0
C20_OGlobo_19-09-2007_16h13,673,c20o,politics,2007,"O governo busca renovar a validade da CPMF até dezembro próximo, de modo que ela valha até 2011.",0
C20_OGlobo_19-09-2007_16h13,674,c20o,politics,2007,"O ministro da Fazenda voltou a repetir o discurso de que poderá baixar a alíquota do tributo, ou de outros impostos, no ano que vem.",0
C20_OGlobo_19-09-2007_16h13,675,c20o,politics,2007,"O ministro da Fazenda, Guido Mantega, disse acreditar, nesta quarta-feira (19), que a oposição estaria agindo de maneira ""muito dura"" no Congresso Nacional para inviabilizar a prorrogação da Contribuição Provisória sobre Movimentação Financeira (CPMF).",0
C20_OGlobo_19-09-2007_16h13,676,c20o,politics,2007,"O problema será no Senado, que me parece que há uma objeção maior.",-1
C20_OGlobo_19-09-2007_16h13,677,c20o,politics,2007,"O que negociarmos será cumprido"", disse.",-1
C20_OGlobo_19-09-2007_16h13,678,c20o,politics,2007,Pode ser que seja hoje ainda.,-1
C20_OGlobo_19-09-2007_16h13,679,c20o,politics,2007,"Questionado se o governo aceitaria abrir negociações no Senado Federal, onde enfrenta mais resistência, o ministro da Fazenda disse não aceitar redução da alíquota, que atualmente é de 0,38%.",0
C20_OGlobo_19-09-2007_16h13_titulo,680,c20o,politics,2007,"Disse, porém, esperar aprovação da CPMF no plenário da Câmara até esta quinta-feira.",0
C20_OGlobo_19-09-2007_16h13_titulo,681,c20o,politics,2007,Mantega acredita que oposição está sendo 'dura' contra CPMF.,0
C20_OGlobo_19-09-2007_16h13_titulo,682,c20o,politics,2007,"Segundo ele, governo teve de retirar de pauta MP do Revitaliza por causa da oposição.",0
C21_Estadao_06-08-2007_15h40,683,c21e,daily,2007,"A pista principal do Aeroporto Internacional de São Paulo (Cumbica), em Guarulhos, será totalmente reformada em março de 2008, segundo informações do Ministério da Defesa anunciadas nesta segunda-feira, 6.",0
C21_Estadao_06-08-2007_15h40,684,c21e,daily,2007,"Apesar da definição, o cronograma da obra não foi divulgado.",0
C21_Estadao_06-08-2007_15h40,685,c21e,daily,2007,"Com isso, a reforma emergencial, que começaria em breve, foi descartada.",0
C21_Estadao_06-08-2007_15h40,686,c21e,daily,2007,"Com isso, as outras duas partes ficam disponíveis para pousos e decolagens.",0
C21_Estadao_06-08-2007_15h40,687,c21e,daily,2007,"De acordo com informações da Defesa, a primeira etapa da reforma será feita com a reforma de um terço da pista, em uma das cabeceiras.",0
C21_Estadao_06-08-2007_15h40,688,c21e,daily,2007,"Na segunda parte, a outra cabeceira será reformada e, na terceira etapa, o centro da pista será reformado.",0
C21_Estadao_06-08-2007_15h40,689,c21e,daily,2007,"Na terceira parte da reforma, parte dos vôos de Cumbica serão transferidos para o Aeroporto de Viracopos, em Campinas.",0
C21_Estadao_06-08-2007_15h40,690,c21e,daily,2007,"O ministro da Defesa, Nelson Jobim, anunciou a reforma que, segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária (Infraero), a reforma poderá ser feita sem que a pista seja interditada.",0
C21_Estadao_06-08-2007_15h40_titulo,691,c21e,daily,2007,Pista de Cumbica fecha para reforma em março de 2008,0
C21_Estadao_06-08-2007_15h40_titulo,692,c21e,daily,2007,"Viracopos, em Campinas, vai receber parte dos vôos do aeroporto na terceira fase da reforma da pista principal",0
C21_Folha_20-08-2007,693,c21f,daily,2007,"""Toda vez que há reforma pode ter problemas"", afirmou ele.",-1
C21_Folha_20-08-2007,694,c21f,daily,2007,"A pista principal do aeroporto internacional de Cumbica, em Guarulhos (Grande São Paulo), ficará totalmente interditada a partir de hoje para reforma, e os usuários devem se preparar para possíveis transtornos com atrasos em vôos.",0
C21_Folha_20-08-2007,695,c21f,daily,2007,"As obras vão ser iniciadas antes de as empresas aéreas terem definido com a Anac (Agência Nacional de Aviação Civil) uma eventual redistribuição nos horários ou os remanejamentos para Viracopos, em Campinas (a 95 km de SP).",0
C21_Folha_20-08-2007,696,c21f,daily,2007,"Até 10 de outubro, todos os pousos e decolagens em Cumbica serão concentrados na pista menor, de 3.000 m -a que ficará fechada tem 3.700 m.",0
C21_Folha_20-08-2007,697,c21f,daily,2007,"De qualquer forma, com ambas abertas, há escalonamento dos vôos para permitir menor intervalo entre eles, evitando perda de tempo com manobras.",0
C21_Folha_20-08-2007,698,c21f,daily,2007,"Dez vôos domésticos deverão passar por alterações, mas os detalhes não foram divulgados.",0
C21_Folha_20-08-2007,699,c21f,daily,2007,"Discurso semelhante foi adotado pelo superintendente regional Sudeste da Infraero, Edgard Brandão Júnior.",0
C21_Folha_20-08-2007,700,c21f,daily,2007,"Mesmo em condições normais, nunca há operações simultâneas nas duas, por segurança.",0
C21_Folha_20-08-2007,701,c21f,daily,2007,"O ministro da Defesa, Nelson Jobim, já reconheceu a possibilidade de transtornos.",0
C21_Folha_20-08-2007,702,c21f,daily,2007,"Os passageiros tampouco foram alertados sobre essa medida, que seria uma forma de minimizar os efeitos da redução da capacidade em Guarulhos.",1
C21_Folha_20-08-2007_titulo,703,c21f,daily,2007,Ainda serão definidas mudanças em horários ou transferências de partidas.,0
C21_Folha_20-08-2007_titulo,704,c21f,daily,2007,Obra interdita pista de Cumbica e pode agravar transtornos em vôos.,0
C21_OGlobo_06-08-2007_16h23,705,c21o,daily,2007,"A assessoria de imprensa da Infraero em Cumbica informou apenas que as obras da pista de 3,7 km não começam nesta segunda-feira (6), mesma data em que toma posse em Brasília o novo presidente da estatal, Sérgio Gaudenzi.",0
C21_OGlobo_06-08-2007_16h23,706,c21o,daily,2007,"A obra, que tinha previsão de durar cinco meses, envolveria a revitalização do pavimento da pista e também seu alongamento.",0
C21_OGlobo_06-08-2007_16h23,707,c21o,daily,2007,"A partir de março, a obra será finalizada com a reforma do trecho central.",0
C21_OGlobo_06-08-2007_16h23,708,c21o,daily,2007,"A previsão é que essa ampliação seja concluída até março do ano que vem, sendo realizada simultaneamente à reforma de Guarulhos.",0
C21_OGlobo_06-08-2007_16h23,709,c21o,daily,2007,"A reunião estava marcada para o dia 18 de julho, um dia depois do acidente, e acabou sendo suspensa.",0
C21_OGlobo_06-08-2007_16h23,710,c21o,daily,2007,A vantagem é a desocupação mais rápida da pista pelos aviões.,0
C21_OGlobo_06-08-2007_16h23,711,c21o,daily,2007,"Além disso, acrescentaria na pista as chamadas ?saídas rápidas?, atalhos para as aeronaves deixarem a pista e chegarem ao terminal.",0
C21_OGlobo_06-08-2007_16h23,712,c21o,daily,2007,"Antes do acidente do Airbus da TAM, no dia 17 de julho, o cronograma da Infraero previa que a revitalização da pista de 3,7 km de Cumbica teria início no dia 23 de julho.",0
C21_OGlobo_06-08-2007_16h23,713,c21o,daily,2007,As obras da pista também ainda não têm previsão para começar.,0
C21_OGlobo_06-08-2007_16h23,714,c21o,daily,2007,Cumbica possui duas pistas para pousos e decolagens de vôos nacionais e internacionais.,0
C21_OGlobo_06-08-2007_16h23,715,c21o,daily,2007,"De acordo com o Ministério da Defesa, na primeira etapa das obras, será reformado um terço da pista em uma das cabeceiras - o restante dela ficará disponível para pousos e decolagens.",0
C21_OGlobo_06-08-2007_16h23,716,c21o,daily,2007,"Desde segunda-feira passada (30), a Infraero realiza o ""desemborrachamento"" da pista de 3,7 km para retirar da pista o excesso de borracha dos pneus das aeronaves e assim melhorar o atrito.",0
C21_OGlobo_06-08-2007_16h23,717,c21o,daily,2007,"Enquanto durarem as obras, os vôos serão transferidos para o Aeroporto de Viracopos, em Campinas, a 95 km da Capital, segundo informa o ministério de Nelson Jobim pro meio de nota.",0
C21_OGlobo_06-08-2007_16h23,718,c21o,daily,2007,"Entretanto, não se sabe se as obras definitivas anunciadas agora por Nelson Jobim terão as mesmas características.",0
C21_OGlobo_06-08-2007_16h23,719,c21o,daily,2007,"Nas duas primeiras etapas da obra, não será necessário o fechamento da pista.",0
C21_OGlobo_06-08-2007_16h23,720,c21o,daily,2007,O cronograma da obra depende de estudos finais da Infraero.,0
C21_OGlobo_06-08-2007_16h23,721,c21o,daily,2007,"O fechamento da pista, que têm 3,7 km de extensão, está previsto para ocorrer na terceira e última etapa da reforma, que terá três fases.",0
C21_OGlobo_06-08-2007_16h23,722,c21o,daily,2007,O Ministério da Defesa anunciou nesta segunda-feira (6) que em março do ano que vem uma das pistas do Aeroporto de Guarulhos será fechada para reformas de seu trecho central.,0
C21_OGlobo_06-08-2007_16h23,723,c21o,daily,2007,O Ministério da Defesa não soube informar por quanto tempo a pista permanecerá fechada.,0
C21_OGlobo_06-08-2007_16h23,724,c21o,daily,2007,"O ministro Nelson Jobim, que na semana passada havia anunciado reparos emergenciais na pista, recuou dessa decisão e definiu que as obras serão definitivas.",0
C21_OGlobo_06-08-2007_16h23,725,c21o,daily,2007,"Para receber os vôos de Cumbica, Viracopos precisará ser ampliado, sobretudo seu terminal de passageiros, segundo nota do Ministério da Defesa.",0
C21_OGlobo_06-08-2007_16h23,726,c21o,daily,2007,"Para ser realizada, a Agência Nacional de Aviação Civil (Anac) realizaria audiência pública para discutir a obra.",0
C21_OGlobo_06-08-2007_16h23,727,c21o,daily,2007,"Quando for concluída esta fase, o trecho será reaberto e as reformas passarão a ser feitas na outra cabeceira.",0
C21_OGlobo_06-08-2007_16h23_titulo,728,c21o,daily,2007,Ministro da Defesa descarta reparos emergenciais e se decide por obras definitivas.,0
C21_OGlobo_06-08-2007_16h23_titulo,729,c21o,daily,2007,Pista de Cumbica será fechada em março de 2008 para reformas,0
C21_OGlobo_06-08-2007_16h23_titulo,730,c21o,daily,2007,"Vôos serão transferidos para o Aeroporto de Viracopos, em Campinas.",0
C22_Estadao_24-07-2007_08h58,731,c22e,daily,2007,A Ocean Air e a BRA também resolveram transferir todos os pousos e decolagens para Cumbica.,0
C22_Estadao_24-07-2007_08h58,732,c22e,daily,2007,"A pista auxiliar, que dá acesso à Avenida dos Bandeirantes foi fechada devido à grande quantidade de lama que deslizou na noite de segunda-feira.",0
C22_Estadao_24-07-2007_08h58,733,c22e,daily,2007,A TAM cancelou 68 vôos previstos para esta terça em Congonhas e transferiu outros 22 para Cumbica.,0
C22_Estadao_24-07-2007_08h58,734,c22e,daily,2007,"Aeroporto de Congonhas continuava fechado para pousos na manhã desta terça-feira, 24, por conta do nevoeiro que cobria a região sul de São Paulo, e metade dos vôos programados entre 6 e 8 horas foram cancelados.",0
C22_Estadao_24-07-2007_08h58,735,c22e,daily,2007,"As partidas com atrasos somavam cinco, sem nenhum cancelamento.",0
C22_Estadao_24-07-2007_08h58,736,c22e,daily,2007,"Com o fechamento de Congonhas e a interdição da pista principal, que está fechada desde a terça-feira, 17, por conta do acidente com o vôo 3054 da TAM, algumas empresas transferiram vôos para o Aeroporto Internacional de São Paulo (Cumbica), em Guarulhos.",0
C22_Estadao_24-07-2007_08h58,737,c22e,daily,2007,"Depois de uma segunda-feira caótica, quando 38,1% dos vôos atrasaram em todo o País, a terça-feira deve ser mais um dia de longas filas nos aeroportos por conta dos problemas em Congonhas.",0
C22_Estadao_24-07-2007_08h58,738,c22e,daily,2007,"Já no Santos Dumont, de onde sai a ponte aérea Rio-São Paulo, uma chegada apresentou alteração de horário e dez foram canceladas, todas vindas de São Paulo.",0
C22_Estadao_24-07-2007_08h58,739,c22e,daily,2007,"Na manhã desta terça, no Aeroporto Internacional de São Paulo (Cumbica), em Guarulhos, as filas do check-in já estavam grandes e o movimento no saguão principal era muito intenso.",0
C22_Estadao_24-07-2007_08h58,740,c22e,daily,2007,"Nenhuma partida ou chegada internacional, segundo os painéis da Infraero, estavam fora do horário, o que não ocorria com os vôos domésticos.",0
C22_Estadao_24-07-2007_08h58,741,c22e,daily,2007,"No Aeroporto Tom Jobim, foram registrados atrasos em 14 chegadas e quatro foram canceladas até as 9h30.",0
C22_Estadao_24-07-2007_08h58,742,c22e,daily,2007,"Os aeroportos do Rio de Janeiro operavam por instrumentos, por volta das 8h30 desta terça-feira, 24, devido à chuva que cobria a cidade.",0
C22_Estadao_24-07-2007_08h58,743,c22e,daily,2007,"Por conta do deslizamento da cabeceira da pista principal de Congonhas, justificado pela quebra da canaleta que ajuda no escoamento da água da chuva, segundo a Infraero, uma pista da Avenida Washington Luís continuava interditada na manhã desta terça.",0
C22_Estadao_24-07-2007_08h58,744,c22e,daily,2007,"Por conta do fechamento, das 39 partidas previstas, 19 foram canceladas, mas a Empresa Brasileira de Infra-Estrutura Aeroportuária (Infraero) não contabilizava atrasos superiores a uma hora, mas quase nenhum vôo saia no horário programado do aeroporto.",0
C22_Estadao_24-07-2007_08h58,745,c22e,daily,2007,Treze vôos que deveriam partir do aeroporto foram cancelados e apenas dois registraram atrasos de horário.,0
C22_Estadao_24-07-2007_08h58_titulo,746,c22e,daily,2007,Congonhas tem metade dos vôos cancelados nesta terça-feira,0
C22_Estadao_24-07-2007_08h58_titulo,747,c22e,daily,2007,"TAM, BRA e Ocean Air transferem vôos de Congonhas para Cumbica devido às mas condições do aeroporto",0
C22_Folha_24-07-2007,748,c22f,daily,2007,"""Não tinha mais onde pousar o avião, e resolvemos descer aqui"", disse.",-1
C22_Folha_24-07-2007,749,c22f,daily,2007,"""O que ia fazer em 45 minutos vou fazer em seis horas.",-1
C22_Folha_24-07-2007,750,c22f,daily,2007,"""Prefiro que a aeronave pouse em outro aeroporto com segurança do que correr risco de acidente por causa da chuva"", disse José Domingos Vidal, que perdeu reunião em Santos (SP) devido ao desvio.",-1
C22_Folha_24-07-2007,751,c22f,daily,2007,"A Gol informou que está prestando assistência aos passageiros e, ""de acordo com cada caso, oferecendo hotel, transporte e alimentação"".",-1
C22_Folha_24-07-2007,752,c22f,daily,2007,"Ao menos mil passageiros de 16 vôos foram transferidos ontem para Viracopos, em Campinas (SP), que recebe de 26 a 27 vôos por dia, em média.",0
C22_Folha_24-07-2007,753,c22f,daily,2007,"Apesar dos transtornos, passageiros aprovaram os desvios:",0
C22_Folha_24-07-2007,754,c22f,daily,2007,As companhias disponibilizaram ônibus para trazer os passageiros de Viracopos a São Paulo.,0
C22_Folha_24-07-2007,755,c22f,daily,2007,As outras companhias também informaram que estão bancando as viagens de ônibus para São Paulo.,0
C22_Folha_24-07-2007,756,c22f,daily,2007,"Assim como eles, outros passageiros tiveram de enfrentar o dia de atrasos no aeroporto da zona sul de São Paulo, marcado por muitas filas e reclamações nos balcões das companhias aéreas.",0
C22_Folha_24-07-2007,757,c22f,daily,2007,Boa parte só conseguiu remarcar a passagem para amanhã.,0
C22_Folha_24-07-2007,758,c22f,daily,2007,"Carlos Quintino, 26, seguiu o conselho da empresa: a Gol providenciou um ônibus para levá-lo ao Rio.",0
C22_Folha_24-07-2007,759,c22f,daily,2007,"Com os 16 vôos extras, houve atraso superior a uma hora na decolagem de nove vôos regulares do aeroporto.",0
C22_Folha_24-07-2007,760,c22f,daily,2007,"Disseram que cumpriram o dever de me levar para casa e por isso não vão me reembolsar"".",-1
C22_Folha_24-07-2007,761,c22f,daily,2007,"Já em Congonhas, funcionárias das companhias aconselhavam passageiros a pegar ônibus.",0
C22_Folha_24-07-2007,762,c22f,daily,2007,Já os aeroportos do interior do Estado ficaram sobrecarregados com os vôos desviados de Congonhas.,0
C22_Folha_24-07-2007,763,c22f,daily,2007,"Longe de casa e do destino de viagem, eles esperam embarcar hoje de manhã.",0
C22_Folha_24-07-2007,764,c22f,daily,2007,"No aeroporto, os passageiros eram orientados a entrar em longas filas para remarcar suas passagens -também eram informados de que não poderiam embarcar hoje nem por Guarulhos nem por Viracopos.",0
C22_Folha_24-07-2007,765,c22f,daily,2007,"Outros dois aviões da TAM que não conseguiram pousar em Congonhas foram desviados para o aeroporto Dr. Leite Lopes, de Ribeirão Preto, enquanto aguardavam autorização para seguir para Guarulhos.",0
C22_Folha_24-07-2007,766,c22f,daily,2007,"Passageiros da TAM que passaram o dia ontem esperando conexão em Congonhas foram levados pela companhia para dormir no Quality Hotel, em frente ao aeroporto.",0
C22_Folha_24-07-2007,767,c22f,daily,2007,"Segundo ele, a companhia não pagaria hotel em São Paulo e não faria o reembolso da passagem aérea:",0
C22_Folha_24-07-2007,768,c22f,daily,2007,"Segundo um dos pilotos, os outros aeroportos já estavam com os pátios cheios:",0
C22_Folha_24-07-2007_titulo,769,c22f,daily,2007,Boicote a Congonhas gera filas e reclamações.,1
C22_Folha_24-07-2007_titulo,770,c22f,daily,2007,empresas orientam a remarcação de passagens.,0
C22_Folha_24-07-2007_titulo,771,c22f,daily,2007,Passageiros em conexão vão para hotel após esperar durante todo o dia.,0
C22_Folha_24-07-2007_titulo,772,c22f,daily,2007,Pistas do interior do Estado ficam sobrecarregadas,0
